answer_id,question_id,answer_no,answer_content,answer_file,answer_correct,created_at,updated_at,active_flag
263,78,1,"The TRUNCATE clause deletes all rows in a database table, while the DELETE clause can have a WHERE condition and might or might not delete all rows in a table.",,1,2013-10-21 02:44:14,2013-10-21 02:44:14,1
8,4,1,"Use DISTINCT in the query, such as SELECT DISTINCT user_firstname FROM users; You can also ask for a number of distinct values by saying SELECT COUNT (DISTINCT user_firstname) FROM users;",,1,2013-10-11 12:00:00,2013-10-11 12:00:00,1
9,5,1,,1/exercise1_answer.jpg,1,2013-10-11 12:00:00,2013-10-11 12:00:00,1
10,6,1,rails c,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
266,79,1,WHERE clause.,,1,2013-10-21 02:44:54,2013-10-21 02:44:54,1
14,7,1,rake route,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
270,80,1,SELECT ADD(Price) FROM Sales,,0,2013-10-21 02:45:41,2013-10-21 02:45:41,1
18,8,1,rake db:migrate,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
274,81,1,SELECT AVG(OrderNumber) FROM Sales,,0,2013-10-21 02:48:03,2013-10-21 02:48:03,1
277,82,1,"SELECT book_title FROM books LIMIT 25, 100. The first number in LIMIT is the offset, the second is the number.",,,2013-10-21 02:50:30,2013-10-21 02:50:30,1
22,9,1,{:foo => 'bar'},,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
278,83,1,"SELECT SQL_CALC_FOUND_ROWS page_title FROM web_pages LIMIT 1,10; SELECT FOUND_ROWS(); The second query (not that COUNT() is never used) will tell you how many results there’re total, so you can display a phrase ""Found 13,450,600 results, displaying 1-10"". Note that FOUND_ROWS does not pay attention to the LIMITs you specified and always returns the total number of rows affected by query.",,,2013-10-21 02:51:09,2013-10-21 02:51:09,1
279,84,1,"SELECT team_name FROM teams WHERE team_won IN (2, 4, 6, 8)",,,2013-10-21 02:53:12,2013-10-21 02:53:12,1
280,85,1,SELECT user_name FROM users WHERE ISNULL(user_phonenumber);,,,2013-10-21 02:53:28,2013-10-21 02:53:28,1
281,86,1,"It’s equivalent to saying SELECT user_name, user_isp FROM users LEFT JOIN isps WHERE users.user_id=isps.user_id",,,2013-10-21 02:53:43,2013-10-21 02:53:43,1
26,10,1,"validates :title, :length, maximum: 20",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
282,87,1,"What it means is that so of the data that you’re trying to delete is still alive in another table. Like if you have a table for universities and a table for students, which contains the ID of the university they go to, running a delete on a university table will fail if the students table still contains people enrolled at that university. Proper way to do it would be to delete the offending data first, and then delete the university in question. Quick way would involve running SET foreign_key_checks=0 before the DELETE command, and setting the parameter back to 1 after the DELETE is done. If your foreign key was formulated with ON DELETE CASCADE, the data in dependent tables will be removed automatically.","",,2013-10-21 02:53:58,2013-10-21 02:59:35,1
283,88,1,When you’re not deleting by row ID. Such as in DELETE FROM techpreparation_com_questions ORDER BY timestamp LIMIT 1. This will delete the most recently posted question in the table techpreparation_com_questions.,"",,2013-10-21 02:54:22,2013-10-21 02:59:20,1
284,89,1,ALTER TABLE techpreparation_questions CHANGE techpreparation_content techpreparation_CONTENT VARCHAR(50).,"",,2013-10-21 02:54:36,2013-10-21 02:59:09,1
285,90,1,ALTER TABLE techpreparation_answers DROP answer_user_id.,"",,2013-10-21 02:54:48,2013-10-21 02:58:56,1
30,11,1,"validates :age, numericality: {greater_than_or_equal_to: 0, only_integer: true}",,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
286,91,1,"CONCAT (string1, string2, string3)","",,2013-10-21 02:55:00,2013-10-21 02:58:38,1
287,92,1,"SELECT SUBSTR(title, 1, 10) from techpreparation_questions;","",,2013-10-21 02:55:11,2013-10-21 02:58:19,1
288,93,1,"The first is, naturally, the character count. The second is byte count. For the Latin characters the numbers are the same, but they’re not the same for Unicode and other encodings.",,,2013-10-21 02:55:31,2013-10-21 02:55:31,1
289,94,1,SELECT (techpreparation_question USING utf8);,,,2013-10-21 02:55:45,2013-10-21 02:55:45,1
34,12,1,update_attributes! Khi validate lỗi thì trả về ngoại lệ,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
290,95,1,"% corresponds to 0 or more characters, _ is exactly one character. ",,,2013-10-21 02:55:59,2013-10-21 02:55:59,1
366,119,2,git destroy foo.txt,,0,2013-11-07 03:15:40,2013-11-07 03:15:40,1
257,76,2,Determines if a value matches any of the values in a list or a sub-query.,,1,2013-10-21 02:35:16,2013-10-21 02:35:16,1
2,1,2,NUMBER(),,0,2013-10-11 12:00:00,2013-10-11 12:00:00,1
260,77,2,update more than one row at a time.,,1,2013-10-21 02:43:07,2013-10-21 02:43:07,1
5,2,2,Specify search condition,,0,2013-10-11 12:00:00,2013-10-11 12:00:00,1
264,78,2,"The DELETE clause deletes all rows in a database table, while the TRUNCATE clause can have a WHERE condition and might or might not delete all rows in a table.",,0,2013-10-21 02:44:14,2013-10-21 02:44:14,1
11,6,2,rails,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
267,79,2,GROUP BY clause.,,0,2013-10-21 02:44:54,2013-10-21 02:44:54,1
15,7,2,rake routings,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
271,80,2,SELECT SUM(Price) FROM Sales,,1,2013-10-21 02:45:41,2013-10-21 02:45:41,1
19,8,2,rake db:add,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
275,81,2,SELECT COUNT(*) FROM Sales,,1,2013-10-21 02:48:03,2013-10-21 02:48:03,1
23,9,2,{'foo' => 'hoge'},,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
27,10,2,"validates :title, maximum: 20",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
31,11,2,"validates :age, numericality: {greater_than_or_equal_to: 0}",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
35,12,2,update_attributes! Dù validate lỗi thì vẫn cập nhật record,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
39,13,2,"scope :administrators, :where => {:admin => true}",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
43,14,2,"has_many :employees, :dependent => :destroy",,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
47,15,2,"use_index :users, :name",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
51,16,2,root 'welcome#index',,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
55,17,2,namespace,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
59,18,2,before_filter :require_admin,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
63,19,2,"redirect_to @book, :notice => ""Book was successfully created.""",,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
67,20,2,link_tag,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
71,21,2,<%= yield :partial => 'head' %>,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
75,22,2,/users/new,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
79,23,2,"default :from, 'no-reply@example.com'",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
83,24,2,rails project ittrain,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
87,25,2,ActiveModel,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
91,26,2,“person”,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
95,27,2,FALSE,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
99,28,2,"User.where(:login => ""foo"")",,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
103,29,2,after_create,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
107,30,2,"delete_column :users, :email",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
111,31,2,deleted_at,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
115,32,2,"show, entry, create, edit, update, delete",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
119,33,2,"session(:user_id, @user.id)",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
123,34,2,comments_url(@message_board),,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
127,35,2,request_to,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
131,39,2,MAX,,1,2013-10-17 09:57:41,2013-10-17 09:57:41,1
141,42,2,SELECT,,0,2013-10-21 01:55:54,2013-10-21 01:55:54,1
145,43,2,the DELETE and UPDATE clauses,,0,2013-10-21 01:58:20,2013-10-21 01:58:20,1
149,44,2,Data Model Language,,0,2013-10-21 02:00:03,2013-10-21 02:00:03,1
153,45,2,MAX,,1,2013-10-21 02:01:41,2013-10-21 02:01:41,1
157,46,2,"SAVE INTO Projects (ProjectName, ProjectDescription) VALUES ('Content Development', 'Website content development project')",,0,2013-10-21 02:04:26,2013-10-21 02:04:26,1
161,47,2,WRITE,,0,2013-10-21 02:05:20,2013-10-21 02:05:20,1
165,48,2,REMOVE,,0,2013-10-21 02:07:00,2013-10-21 02:07:00,1
169,49,2,"SELECT CustomerName, COUNT(CustomerName) FROM Orders GROUP BY CustomerName",,1,2013-10-21 02:08:41,2013-10-21 02:08:41,1
172,50,2,Structured Query Language,,1,2013-10-21 02:09:21,2013-10-21 02:09:21,1
175,51,2,GET,,0,2013-10-21 02:09:45,2013-10-21 02:09:45,1
179,52,2,SAVE AS,,0,2013-10-21 02:10:16,2013-10-21 02:10:16,1
183,53,2,SELECT FirstName FROM Persons,,1,2013-10-21 02:10:53,2013-10-21 02:10:53,1
186,54,2,SELECT [all] FROM Persons,,0,2013-10-21 02:11:32,2013-10-21 02:11:32,1
190,55,2,SELECT [all] FROM Persons WHERE FirstName LIKE 'Peter',,0,2013-10-21 02:12:05,2013-10-21 02:12:05,1
194,56,2,SELECT * FROM Persons WHERE FirstName LIKE 'a%',,1,2013-10-21 02:25:26,2013-10-21 02:25:26,1
198,57,2,True,,1,2013-10-21 02:25:53,2013-10-21 02:25:53,1
200,58,2,"SELECT FirstName='Peter', LastName='Jackson' FROM Persons",,0,2013-10-21 02:26:19,2013-10-21 02:26:19,1
203,59,2,SELECT * FROM Persons WHERE LastName>'Hansen' AND LastName,,0,2013-10-21 02:26:54,2013-10-21 02:26:54,1
206,60,2,SELECT DIFFERENT,,0,2013-10-21 02:27:26,2013-10-21 02:27:26,1
209,61,2,SORT,,0,2013-10-21 02:27:50,2013-10-21 02:27:50,1
213,62,2,SELECT * FROM Persons ORDER FirstName DESC,,0,2013-10-21 02:28:23,2013-10-21 02:28:23,1
217,63,2,"INSERT VALUES ('Jimmy', 'Jackson') INTO Persons",,0,2013-10-21 02:28:45,2013-10-21 02:28:45,1
220,64,2,MODIFY Persons SET LastName='Nilsen' WHERE LastName='Hansen',,0,2013-10-21 02:29:09,2013-10-21 02:29:09,1
224,65,2,DELETE ROW FirstName='Peter' FROM Persons,,0,2013-10-21 02:30:12,2013-10-21 02:30:12,1
227,66,2,SELECT COLUMNS() FROM Persons,,0,2013-10-21 02:30:38,2013-10-21 02:30:38,1
231,67,2,DESC,,0,2013-10-21 02:31:10,2013-10-21 02:31:10,1
234,68,2,Yes,,0,2013-10-21 02:31:32,2013-10-21 02:31:32,1
236,69,2,SELECT Username AND Password FROM Users,,0,2013-10-21 02:31:55,2013-10-21 02:31:55,1
239,70,2,A cursor is SQL keyword specifying a retrieved data order.,,0,2013-10-21 02:32:36,2013-10-21 02:32:36,1
242,71,2,A list of columns to be selected.,,0,2013-10-21 02:33:10,2013-10-21 02:33:10,1
245,72,2,The SQL ALTER TABLE clause is used to insert data into database table.,,0,2013-10-21 02:33:36,2013-10-21 02:33:36,1
249,73,2,The HAVING SQL clause condition(s) is applied to all rows in the result set before the WHERE clause is applied (if present). The WHERE clause is used only with SELECT SQL statements and specifies a search condition for an aggregate or a group.,,0,2013-10-21 02:34:05,2013-10-21 02:34:05,1
252,74,2,The AS clause is used with the JOIN clause only.,,0,2013-10-21 02:34:30,2013-10-21 02:34:30,1
255,75,2,No,,0,2013-10-21 02:34:49,2013-10-21 02:34:49,1
298,102,2,git show,,0,2013-11-07 02:58:39,2013-11-07 02:58:39,1
302,103,2,git config -c,,0,2013-11-07 02:59:25,2013-11-07 02:59:25,1
306,104,2,git add foo.txt,,1,2013-11-07 03:00:12,2013-11-07 03:00:12,1
310,105,2,git add -c,,0,2013-11-07 03:00:54,2013-11-07 03:00:54,1
314,106,2,git reflog,,0,2013-11-07 03:02:36,2013-11-07 03:02:36,1
318,107,2,git log --oneline,,1,2013-11-07 03:03:53,2013-11-07 03:03:53,1
322,108,2,git oplog,,0,2013-11-07 03:04:33,2013-11-07 03:04:33,1
326,109,2,git log -f foo.txt,,0,2013-11-07 03:05:12,2013-11-07 03:05:12,1
330,110,2,git view,,0,2013-11-07 03:05:48,2013-11-07 03:05:48,1
334,111,2,git diff --stage,,0,2013-11-07 03:06:54,2013-11-07 03:06:54,1
338,112,2,git diff HEAD,,0,2013-11-07 03:09:42,2013-11-07 03:09:42,1
342,113,2,git diff --stage,,0,2013-11-07 03:11:31,2013-11-07 03:11:31,1
346,114,2,git diff a3fbde d6aeba,,1,2013-11-07 03:12:09,2013-11-07 03:12:09,1
350,115,2,git view,,0,2013-11-07 03:12:48,2013-11-07 03:12:48,1
354,116,2,git reset,,1,2013-11-07 03:13:22,2013-11-07 03:13:22,1
358,117,2,git reset --normal,,0,2013-11-07 03:13:55,2013-11-07 03:13:55,1
362,118,2,git rename foo.txt bar.txt,,0,2013-11-07 03:15:05,2013-11-07 03:15:05,1
370,120,2,git delete foo.txt,,0,2013-11-07 03:16:30,2013-11-07 03:16:30,1
374,121,2,git branch delete work1,,0,2013-11-07 03:17:02,2013-11-07 03:17:02,1
378,122,2,git remote add repo1,,1,2013-11-07 03:18:28,2013-11-07 03:18:28,1
382,123,2,git commit --amend,,1,2013-11-07 03:19:05,2013-11-07 03:19:05,1
386,124,2,git branch br1,,0,2013-11-07 03:19:39,2013-11-07 03:19:39,1
390,125,2,git branch --list,,0,2013-11-07 03:20:11,2013-11-07 03:20:11,1
394,126,2,git branch br1,,0,2013-11-07 03:21:42,2013-11-07 03:21:42,1
398,127,2,git merge develop,,0,2013-11-07 03:22:34,2013-11-07 03:22:34,1
402,128,2,git push origin work1 develop,,0,2013-11-07 03:23:05,2013-11-07 03:23:05,1
406,129,2,git pull origin develop:work1,,1,2013-11-07 03:23:41,2013-11-07 03:23:41,1
410,130,2,git checkout git@github.com:framgia/proj.git,,0,2013-11-07 03:24:25,2013-11-07 03:24:25,1
414,131,2,git rebase develop work1,,0,2013-11-07 03:24:56,2013-11-07 03:24:56,1
221,64,3,MODIFY Persons SET LastName='Hansen' INTO LastName='Nilsen,,0,2013-10-21 02:29:09,2013-10-21 02:29:09,1
228,66,3,SELECT COLUMNS(*) FROM Persons,,0,2013-10-21 02:30:38,2013-10-21 02:30:38,1
232,67,3,There is no default value.,,0,2013-10-21 02:31:10,2013-10-21 02:31:10,1
237,69,3,"SELECT Username, Password WHERE Username = 'user1'",,0,2013-10-21 02:31:55,2013-10-21 02:31:55,1
240,70,3,A blinking vertical line that indicates the location of the next input on the display screen.,,0,2013-10-21 02:32:36,2013-10-21 02:32:36,1
243,71,3,The name of the table we are selecting from.,,0,2013-10-21 02:33:10,2013-10-21 02:33:10,1
246,72,3,THE SQL ALTER TABLE deletes data from database table.,,0,2013-10-21 02:33:36,2013-10-21 02:33:36,1
250,73,3,The WHERE SQL clause condition(s) is applied to all rows in the result set before the HAVING clause is applied (if present). The HAVING clause is used only with SELECT SQL statements and specifies a search condition for an aggregate or a group.,,1,2013-10-21 02:34:05,2013-10-21 02:34:05,1
253,74,3,The AS clause defines a search condition.,,0,2013-10-21 02:34:30,2013-10-21 02:34:30,1
311,105,3,git add --commit,,0,2013-11-07 03:00:54,2013-11-07 03:00:54,1
88,25,3,ActionContrller,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
268,79,3,ORDER BY clause.,,0,2013-10-21 02:44:54,2013-10-21 02:44:54,1
315,106,3,git log,,1,2013-11-07 03:02:36,2013-11-07 03:02:36,1
84,24,3,rails new ittrain,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
319,107,3,git log -l 1,,0,2013-11-07 03:03:53,2013-11-07 03:03:53,1
80,23,3,from 'no-reply@example.com',,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
395,126,3,git checkout br1,,1,2013-11-07 03:21:42,2013-11-07 03:21:42,1
323,108,3,git log --operation,,0,2013-11-07 03:04:33,2013-11-07 03:04:33,1
76,22,3,/users,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
327,109,3,git log foo.txt,,1,2013-11-07 03:05:12,2013-11-07 03:05:12,1
72,21,3,<%= render :head  %>,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
12,6,3,rails a,,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
331,110,3,git summary,,0,2013-11-07 03:05:48,2013-11-07 03:05:48,1
68,20,3,link_to,,1,2013-10-14 12:00:00,2013-10-14 12:00:00,1
3,1,3,SUM(),,0,2013-10-11 12:00:00,2013-10-11 12:00:00,1
335,111,3,git diff HEAD,,0,2013-11-07 03:06:54,2013-11-07 03:06:54,1
64,19,3,"redirect @book, :notice => ""Book was successfully created.""",,0,2013-10-14 12:00:00,2013-10-14 12:00:00,1
399,127,3,git merge develop br1,,0,2013-11-07 03:22:34,2013-11-07 03:22:34,1
339,112,3,git diff --stage,,1,2013-11-07 03:09:42,2013-11-07 03:09:42,1
